"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"1a4k";2.4;1998;99.7977;94.652;5145.69;1308.49;3837.2;6641;279;6920;8.84217;436;219;0.764706;655;442;438;1.27397;66;6;11;62;4;2;31;4;4;1;275;215;1.27907;62;2;31;0;0;"nan";62;2;31;26.14;2.67;18.04;6.1;5.5;1.7;3.21203;0.23;"nan";"nan";0.64;0.39;6.33;19.7;"nan";"nan";0.4;0.65;0.185649;0;1;0;0;0;0;1;0;0;0;0.1945;2.985;2.755;0.887;0;48.016;2;2;3;2;2;47.326;654.245;36.03;0.899594;0.103131;0.71345;"nan";0.887;"nan"
"1a4l";2.6;1998;164.393;158.861;5532.21;1334.71;4197.49;11159;313;11472;9.34766;349;241;0.857143;590;357;353;1.29876;80;8;10;76;16;4;19;4;4;1;309;237;1.3038;76;4;19;0;0;"nan";76;4;19;12.14;0.86;7.65;23.4;19;14.4;18.2027;0.2;"nan";"nan";0.7;0.42;0.14;94.9;"nan";"nan";0.43;0.71;0.141021;0;1;0;0;0;0;1;0;0;0;0.1065;0.7475;2.45;0.969;0;40.067;1;1;2;2;1;39.7152;333.678;18.015;0.94068;0.0269443;0.527027;"nan";0.969;"nan"
"1a4m";1.95;1998;179.393;158.861;20532.6;1346.64;19186;11167;1145;12312;9.41833;349;1073;0.857143;1422;357;353;1.0671;80;8;10;76;20;4;19;4;4;1;1141;1069;1.06735;76;4;19;0;0;"nan";76;4;19;10.93;0.29;6.83;27;43;17.3;25.403;0.2;"nan";"nan";0.69;0.42;0.21;94.4;"nan";"nan";0.42;0.7;0.123909;0;1;0;0;0;0;1;0;0;0;0.079;2.5225;1.9425;0.969;0;40.07;1;1;2;2;1;39.7152;336.659;18.015;0.91371;0.0929006;0.527778;"nan";0.969;"nan"
"1a4o";2.8;1999;27.7771;27.7771;0;0;0;6360;0;6360;8.75778;245;0;"nan";245;245;245;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";29.24;1.76;19.08;4.8;9.2;1.4;2.90891;0.32;0.35;0.9;0.87;0.5;"nan";"nan";"nan";"nan";0.52;0.9;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";55.554;2;1;0;0;0;55.5542;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a4p";2.25;1998;23.3128;22.1779;1134.94;0;1134.94;1495;63;1558;7.35116;96;63;"nan";159;96;96;1;0;0;"nan";0;0;0;"nan";0;0;"nan";63;63;1;0;0;"nan";0;0;"nan";0;0;"nan";13.75;0.56;13.04;19.3;26.9;4.4;9.48584;"nan";"nan";"nan";1.51;0.7;"nan";"nan";"nan";"nan";0.77;1.63;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";88.856;8;1;0;0;8;88.7115;0;144.12;"nan";"nan";"nan";"nan";"nan";"nan"
"1a4q";1.9;1999;97.1535;86.8585;10295;1341.54;8953.45;6071;584;6655;8.80312;390;504;0.818182;894;397;394;1.15873;87;7;12.4286;86;16;4;21.5;3;3;1;581;501;1.15968;84;4;21;0;0;"nan";86;4;21.5;3.23;0.13;6.48;77.3;53.3;18.7;35.2219;"nan";"nan";"nan";1.46;0.78;"nan";"nan";"nan";"nan";0.78;1.53;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.2175;1.5325;"nan";"nan";176.472;4;1;14;3;4;173.717;2683.08;72.06;"nan";"nan";0.508163;"nan";"nan";"nan"
"1a4r";2.5;1999;44.5339;42.6513;1882.53;909.722;972.81;2975;111;3086;8.03463;191;57;0.8;248;194;193;1.94737;57;3;19;56;8;2;28;1;1;1;110;56;1.96429;56;2;28;0;0;"nan";56;2;28;21.67;2.39;23.39;8.7;6.4;0.6;1.5481;0.23;0.28;13.9;0.62;0.38;10.53;6;8.38191;-32.535;0.38;0.63;0.215193;0;1;0;0;0;0;1;0;0;0;0.128;2.09;2.26;0.9455;0;43.597;2;1;3;3;2;42.6513;909.722;36.03;0.903687;0.103448;0.421256;"nan";0.9455;"nan"
"1a4s";2.1;1998;230.174;217.69;12484.4;0;12484.4;15231;693;15924;9.67558;503;693;"nan";1196;503;503;1;0;0;"nan";0;0;0;"nan";0;0;"nan";693;693;1;0;0;"nan";0;0;"nan";0;0;"nan";7.2;0;10.3;43.7;100;7.7;18.4328;0.21;"nan";"nan";1.42;0.59;2.63;55.6;"nan";"nan";0.61;1.59;0.117748;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";217.762;4;1;0;0;4;217.69;0;72.06;0.944851;0.0144177;"nan";"nan";"nan";"nan"
"1a4t";"nan";1998;7.24575;7.24575;0;0;0;16720;0;16720;9.72436;34;0;"nan";34;34;34;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";3.87;0;5.83;70.5;100;26.4;50.4385;"nan";"nan";"nan";2.63;2.03;"nan";"nan";"nan";"nan";2.25;2.97;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.246;2;2;0;0;0;7.24575;0;0;"nan";"nan";"nan";"nan";"nan";58
"1a4u";1.92;1999;58.6204;55.6479;2972.47;0;2972.47;3925;165;4090;8.3163;254;165;"nan";419;254;254;1;0;0;"nan";0;0;0;"nan";0;0;"nan";165;165;1;0;0;"nan";0;0;"nan";0;0;"nan";6.18;0.79;4.86;50.4;21.2;27.3;28.946;"nan";"nan";"nan";0.56;0.28;"nan";"nan";"nan";"nan";0.28;0.56;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";55.684;2;1;0;0;2;55.6479;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"1a4v";1.8;1999;16.0829;14.0931;1989.75;80.156;1909.59;982;108;1090;6.99393;123;108;"nan";231;125;123;1;2;2;1;0;0;0;"nan";2;2;1;106;106;1;0;0;"nan";0;0;"nan";0;0;"nan";5.65;0.83;10.71;54.2;21.2;7.1;14.5303;"nan";"nan";"nan";1.03;0.85;"nan";"nan";"nan";"nan";0.85;1.03;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.191;1;1;2;1;1;14.0931;80.156;18.015;"nan";"nan";1;"nan";"nan";"nan"
"1a4w";1.8;1998;38.9004;35.4113;3489.14;660.782;2828.36;2221;217;2438;7.79893;307;161;0.709677;468;311;309;1.34783;60;4;15;59;3;2;29.5;2;2;1;215;159;1.3522;58;2;29;0;0;"nan";59;2;29.5;14.77;0;8.55;17.3;100;11.7;19.5728;0.15;"nan";"nan";2.05;0.99;0;100;"nan";"nan";1.07;2.15;0.098093;0;0.5;0.5;0.0169492;0.0169492;0;0;1;1;0;0.0905;2.395;2.57;0.9585;0;36.126;3;3;3;2;3;35.4113;660.782;54.045;0.958458;0.0113379;0.72549;"nan";0.9585;"nan"
"1a4x";2.3;1998;45.0422;40.5806;4461.68;192.126;4269.56;2660;247;2907;7.97488;181;239;"nan";420;183;181;1.03347;10;2;5;0;0;0;"nan";0;0;"nan";247;239;1.03347;10;2;5;0;0;"nan";0;0;"nan";12.28;0.31;2.8;22.9;43;46.5;33.9254;0.2;0.25;37.9;0.82;0.55;8.68;10;15.8246;-9.62498;0.55;0.85;0.206831;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.0855;2.315;1.665;0.9805;0;40.809;2;1;2;1;2;40.5806;192.126;36.03;0.86838;0.194492;0;0.9805;"nan";"nan"
"1a4y";2;1998;130.508;128.112;2395.99;0;2395.99;8805;133;8938;9.09807;583;133;"nan";716;583;583;1;0;0;"nan";0;0;0;"nan";0;0;"nan";133;133;1;0;0;"nan";0;0;"nan";0;0;"nan";15.83;1.04;12.6;15.4;17.1;4.8;9.04301;"nan";"nan";"nan";0.71;0.47;"nan";"nan";"nan";"nan";0.5;0.75;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";128.184;4;2;0;0;4;128.112;0;72.06;"nan";"nan";"nan";"nan";"nan";"nan"
"1a4z";2.75;1998;222.819;217.979;4840.46;3255.14;1585.32;15195;268;15463;9.64621;499;96;0.791667;595;507;503;2.79167;180;8;22.5;176;32;4;44;4;4;1;264;92;2.86957;176;4;44;0;0;"nan";176;4;44;16.75;0.66;5.34;14;23.9;24.8;19.5322;0.26;0.31;3.6;0.65;0.4;3.75;40.2;6.60822;-28.1798;0.42;0.66;0.225538;0;1;0;0;0;0;1;0;0;0;0.2485;1.655;2.085;0.88;0;221.306;4;1;8;2;4;217.979;3255.14;72.06;0.886589;0.0532946;0.573333;"nan";0.88;"nan"
"1a50";2.3;1999;76.3875;71.5566;4830.9;543.329;4287.57;4918;272;5190;8.55449;664;241;0.714286;905;667;666;1.12863;34;3;11.3333;34;0;2;17;1;1;1;271;240;1.12917;33;2;16.5;0;0;"nan";34;2;17;8.92;0.31;6.29;34.8;43;19.6;29.1229;"nan";"nan";"nan";0.61;0.33;"nan";"nan";"nan";"nan";0.35;0.63;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.485;1.51;"nan";"nan";144.272;4;2;6;3;4;143.113;1086.66;72.06;"nan";"nan";0.436699;"nan";"nan";"nan"
"1a51";"nan";1998;13.2999;13.2999;0;0;0;11925;0;11925;9.38639;41;0;"nan";41;41;41;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";19.2;"nan";"nan";13.6;"nan";"nan";"nan";"nan";"nan";"nan";0.61;0.28;"nan";"nan";"nan";"nan";0.29;0.62;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";13.3;1;1;0;0;0;13.2999;0;0;"nan";"nan";"nan";"nan";"nan";34.5
"1a52";2.8;1998;61.2826;59.0156;2267.02;1726.57;540.45;3824;76;3900;8.26873;258;38;0.869565;296;266;260;2;46;8;5.75;40;10;2;20;6;6;1;70;32;2.1875;40;2;20;0;0;"nan";40;2;20;21.98;2.74;3.05;8.5;5.5;43;9.29595;0.24;0.28;13.9;0.8;0.61;3.97;38;20.3545;-27.1748;0.63;0.81;0.214788;0;1;0;0;0;0;1;0;0;0;0.224;0.87;1.63;0.9665;0;60.778;2;1;8;2;2;59.0156;1726.57;36.03;0.92066;0.0656371;0.75;"nan";0.9665;"nan"
"1a53";2;1999;33.1417;28.4949;4646.84;287.206;4359.63;2002;261;2263;7.72445;247;243;0.75;490;248;248;1.07407;19;1;19;19;2;1;19;0;0;"nan";261;243;1.07407;19;1;19;0;0;"nan";19;1;19;7.66;0;8.93;40.8;100;10.6;23.283;0.16;"nan";"nan";0.72;0.45;0;100;"nan";"nan";0.45;0.72;0.169597;0;1;0;0;0;0;1;0;0;0;0.08;3.29;2.07;0.982;0;28.8;1;1;1;1;1;28.4949;287.206;18.015;0.893867;0.194274;0.147059;"nan";0.982;"nan"
"1a54";1.6;1998;41.3705;34.4897;6880.79;863.783;6017.01;2441;375;2816;7.94307;321;337;0.7;658;324;322;1.11276;41;3;13.6667;28;0;1;28;0;0;"nan";375;337;1.11276;41;3;13.6667;0;0;"nan";28;1;28;4.48;0;2.02;64.4;100;58;70.1437;"nan";"nan";"nan";1.16;0.66;"nan";"nan";"nan";"nan";0.66;1.16;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.07667;2.10333;"nan";"nan";35.371;1;1;3;2;1;34.4897;863.783;18.015;"nan";"nan";0.0915033;"nan";"nan";"nan"
"1a55";2.4;1998;39.4147;34.4897;4925.01;96.987;4828.02;2443;273;2716;7.90692;321;269;"nan";590;322;321;1.01487;5;1;5;0;0;0;"nan";0;0;"nan";273;269;1.01487;5;1;5;0;0;"nan";0;0;"nan";6.98;0;8.73;45;100;11.1;24.5274;"nan";"nan";"nan";1.86;1.1;"nan";"nan";"nan";"nan";1.1;1.86;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";1.52;1.93;"nan";"nan";34.605;1;1;1;1;1;34.4897;96.987;18.015;"nan";"nan";0;"nan";"nan";"nan"
"1a56";"nan";1998;9.11021;8.4917;618.503;618.503;0;1197;75;1272;7.14835;81;1;0.74;82;82;82;75;75;1;75;43;0;1;43;75;1;75;0;0;"nan";0;0;"nan";43;1;43;0;0;"nan";74.74;2.53;32.79;1.1;9.7;1.1;1.56146;"nan";"nan";"nan";0.89;0.94;"nan";"nan";"nan";"nan";0.94;0.89;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.06;1.35;"nan";"nan";9.11;1;1;1;1;0;8.4917;618.503;0;"nan";"nan";0.0714286;"nan";"nan";"nan"
"1a57";"nan";1998;13.1647;13.1647;0;0;0;36760;0;36760;10.5122;116;0;"nan";116;116;116;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";31.17;16.67;34.55;6;0.4;0.9;0.794118;"nan";"nan";"nan";2.62;1.53;"nan";"nan";"nan";"nan";1.56;2.72;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";13.165;1;1;0;0;0;13.1647;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a58";1.95;1998;22.2787;19.5044;2774.31;0;2774.31;1364;462;1826;7.50988;177;154;"nan";331;177;177;3;0;0;"nan";0;0;0;"nan";0;0;"nan";462;154;3;0;0;"nan";0;0;"nan";0;0;"nan";5.49;0;8.61;55.7;100;11.4;25.9353;"nan";"nan";"nan";0.66;0.4;"nan";"nan";"nan";"nan";0.4;0.66;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";19.522;1;1;0;0;1;19.5044;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"1a59";2.09;1999;42.7088;41.7491;959.658;959.658;0;2891;59;2950;7.98956;378;2;0.806452;380;380;380;29.5;59;2;29.5;61;5;2;30.5;0;0;"nan";59;2;29.5;59;2;29.5;0;0;"nan";61;2;30.5;8.8;0.27;4.36;35.3;43;30.9;35.7369;"nan";"nan";"nan";0.6;0.34;"nan";"nan";"nan";"nan";0.34;0.6;"nan";0;0.5;0.5;0.0327869;0.0327869;0;0;1;1;0;"nan";2.35;2.62;"nan";"nan";85.418;2;1;4;2;0;83.4982;1919.32;0;"nan";"nan";0.241279;"nan";"nan";"nan"
"1a5a";1.9;1998;79.055;71.6709;7384.15;286.24;7097.91;4878;410;5288;8.5732;665;396;0.6875;1061;667;666;1.03535;16;2;8;16;0;1;16;1;1;1;409;395;1.03544;15;1;15;0;0;"nan";16;1;16;11.16;0.31;5.56;26;43;23.1;28.5694;0.22;0.27;20.2;0.65;0.4;12.27;3.7;6.25439;-11.0881;0.42;0.68;0.15841;0;1;0;0;0;0;1;0;0;0;0.101;2.17;4.09;0.961;0;143.986;4;2;4;2;4;143.342;572.48;72.06;0.866755;0.201155;0.576923;"nan";0.961;"nan"
"1a5b";2;1998;78.3154;71.6709;6644.5;573.446;6071.06;4830;372;5202;8.5568;665;340;0.722222;1005;668;667;1.09412;35;3;11.6667;35;2;2;17.5;1;1;1;371;339;1.0944;34;2;17;0;0;"nan";35;2;17.5;9.59;0.47;3.61;31.8;30.8;37.9;33.2228;0.21;0.26;28.4;0.62;0.38;7.52;14;18.7547;-4.01122;0.39;0.63;0.142703;0;1;0;0;0;0;1;0;0;0;0.14;1.57;3.505;0.891;0;144.561;4;2;6;3;4;143.342;1146.89;72.06;0.876512;0.177254;0.433635;"nan";0.891;"nan"
"1a5c";3;1998;40.0217;40.0217;0;0;0;5204;0;5204;8.55718;368;0;"nan";368;368;368;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";13.7;1.18;6.16;19.5;14.3;20;17.5221;"nan";"nan";"nan";0.64;0.38;"nan";"nan";"nan";"nan";0.39;0.65;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";160.087;4;1;0;0;0;160.087;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a5d";2.3;1998;46.9571;42.3272;4629.86;0;4629.86;2972;257;3229;8.07993;173;257;"nan";430;173;173;1;0;0;"nan";0;0;0;"nan";0;0;"nan";257;257;1;0;0;"nan";0;0;"nan";0;0;"nan";15.15;0.58;9.24;16.5;26.9;9.9;15.0912;0.16;"nan";"nan";0.83;0.59;0.87;83.8;"nan";"nan";0.59;0.84;0.135156;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.182;1;1;0;0;1;21.1636;0;18.015;0.929864;0.0547264;"nan";"nan";"nan";"nan"
"1a5e";"nan";1999;16.5546;16.5546;0;0;0;41418;0;41418;10.6315;156;0;"nan";156;156;156;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";47.52;5.05;31.71;2.7;4.1;1.3;2.16841;"nan";"nan";"nan";1.24;1.07;"nan";"nan";"nan";"nan";1.07;1.25;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";16.555;1;1;0;0;0;16.5546;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a5f";2.8;1999;47.5477;47.3676;180.15;0;180.15;3253;10;3263;8.0904;437;10;"nan";447;437;437;1;0;0;"nan";0;0;0;"nan";0;0;"nan";10;10;1;0;0;"nan";0;0;"nan";0;0;"nan";38.85;3.76;17.12;2.4;3.4;2;2.47773;0.22;"nan";"nan";0.96;0.71;2.55;57.1;"nan";"nan";0.73;1;0.182982;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";47.404;2;2;0;0;2;47.3676;0;36.03;0.910792;0.0429864;"nan";"nan";"nan";"nan"
"1a5g";2.06;1998;38.468;35.4113;3056.71;624.686;2432.03;2317;195;2512;7.82883;307;139;0.741935;446;311;309;1.40288;60;4;15;59;5;2;29.5;2;2;1;193;137;1.40876;58;2;29;0;0;"nan";59;2;29.5;26.96;2.16;8.37;5.7;7.2;11.9;7.53086;"nan";"nan";"nan";2.01;1.09;"nan";"nan";"nan";"nan";1.19;2.19;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.88;1.565;"nan";"nan";36.09;3;3;3;2;3;35.4113;624.686;54.045;"nan";"nan";0.727969;"nan";"nan";"nan"
"1a5h";2.9;1999;60.3901;57.9977;2392.36;752.99;1639.37;4995;345;5340;8.58298;259;93;0.7;352;261;261;3.70968;72;2;36;56;4;2;28;0;0;"nan";345;93;3.70968;72;2;36;0;0;"nan";56;2;28;14.39;0;4.5;18;100;30.1;30.3711;"nan";"nan";"nan";0.64;0.37;"nan";"nan";"nan";"nan";0.41;0.65;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.395;2.12;"nan";"nan";29.411;2;2;1;1;2;28.9989;376.495;36.03;"nan";"nan";0.103448;"nan";"nan";"nan"
"1a5i";2.9;1999;30.707;29.7166;990.357;395.862;594.495;2082;58;2140;7.66856;265;34;0.84;299;266;266;1.70588;25;1;25;26;3;1;26;0;0;"nan";58;34;1.70588;25;1;25;0;0;"nan";26;1;26;13.67;4.56;5.63;19.5;2.5;23.1;6.06585;"nan";"nan";"nan";0.74;0.46;"nan";"nan";"nan";"nan";0.46;0.74;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.94;0.32;"nan";"nan";30.13;1;1;1;1;1;29.7166;395.862;18.015;"nan";"nan";0.301887;"nan";"nan";"nan"
"1a5j";"nan";1998;12.9589;12.9589;0;0;0;59136;0;59136;10.9876;110;0;"nan";110;110;110;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";68.1;11.18;36.65;1.3;1;0.7;0.938144;"nan";"nan";"nan";0.95;0.62;"nan";"nan";"nan";"nan";0.62;0.95;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";12.959;1;1;0;0;0;12.9589;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a5k";2.2;1998;85.6504;82.4617;3188.66;0;3188.66;5786;177;5963;8.69333;767;177;"nan";944;767;767;1;0;0;"nan";0;0;0;"nan";0;0;"nan";177;177;1;0;0;"nan";0;0;"nan";0;0;"nan";3.81;0.53;2.64;71.2;30.8;49.1;44.8571;0.17;"nan";"nan";0.65;0.32;0.65;87.2;"nan";"nan";0.32;0.67;0.104035;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";247.547;9;3;0;0;9;247.385;0;162.135;0.957036;0.0254237;"nan";"nan";"nan";"nan"
"1a5l";2.2;1998;85.7325;82.4357;3296.74;0;3296.74;5547;183;5730;8.65347;767;183;"nan";950;767;767;1;0;0;"nan";0;0;0;"nan";0;0;"nan";183;183;1;0;0;"nan";0;0;"nan";0;0;"nan";5.78;0.41;2.42;53.4;36.3;51.8;45.7458;0.18;"nan";"nan";0.68;0.38;2.44;58.6;"nan";"nan";0.39;0.7;0.12164;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";247.469;9;3;0;0;9;247.307;0;162.135;0.93806;0.0564604;"nan";"nan";"nan";"nan"
"1a5m";2;1998;85.5743;82.4037;3170.64;0;3170.64;5782;176;5958;8.69249;767;176;"nan";943;767;767;1;0;0;"nan";0;0;0;"nan";0;0;"nan";176;176;1;0;0;"nan";0;0;"nan";0;0;"nan";3.99;0.26;2.15;69.2;43;56.3;54.0846;0.19;"nan";"nan";0.64;0.32;0.26;93.5;"nan";"nan";0.33;0.67;0.109773;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";247.373;9;3;0;0;9;247.211;0;162.135;0.950731;0.028632;"nan";"nan";"nan";"nan"
"1a5n";2.4;1998;85.7197;82.4037;3316.04;163.411;3152.63;5665;180;5845;8.67334;767;178;"nan";945;770;767;1.01124;5;3;1.66667;0;0;0;"nan";2;2;1;178;176;1.01136;3;1;3;0;0;"nan";0;0;"nan";5.04;0.4;2.37;59.9;36.3;51.8;47.2086;0.16;"nan";"nan";0.66;0.35;0.13;94.9;"nan";"nan";0.36;0.68;0.124591;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.134;0;0;0.934;0;247.863;9;3;9;2;9;247.211;490.233;162.135;0.958393;0.022605;0.666667;0.934;"nan";"nan"
"1a5o";2.5;1998;85.7338;82.4357;3298.02;163.411;3134.61;5783;179;5962;8.69316;767;177;"nan";944;770;767;1.0113;5;3;1.66667;0;0;0;"nan";2;2;1;177;175;1.01143;3;1;3;0;0;"nan";0;0;"nan";6.84;0.39;2.81;46.3;36.3;46.5;42.4617;0.17;"nan";"nan";0.71;0.42;0.94;83.8;"nan";"nan";0.44;0.73;0.126296;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.094;0;0;0.984;0;247.96;9;3;9;2;9;247.307;490.233;162.135;0.935263;0.0180276;0.666667;0.984;"nan";"nan"
"1a5p";1.6;1998;15.9021;13.6442;2257.86;96.063;2161.8;948;125;1073;6.97821;124;121;"nan";245;125;124;1.03306;5;1;5;0;0;0;"nan";0;0;"nan";125;121;1.03306;5;1;5;0;0;"nan";0;0;"nan";12.9;0;6.54;21.3;100;18.7;27.1679;0.21;0.26;28.4;0.91;1.11;12.1;3.9;6.8582;-6.98693;1.11;0.91;0.291672;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.074;0.25;0.92;0.979;0;13.758;1;1;1;1;1;13.6442;96.063;18.015;0.735578;0.377049;0;0.979;"nan";"nan"
"1a5q";2.3;1998;15.796;13.6823;2113.74;96.063;2017.68;948;117;1065;6.97073;124;113;"nan";237;125;124;1.0354;5;1;5;0;0;0;"nan";0;0;"nan";117;113;1.0354;5;1;5;0;0;"nan";0;0;"nan";19.39;0;12.04;10.8;100;5.4;10.4247;0.2;0.25;37.9;0.98;1.1;8.06;11.8;17.9968;-20.2893;1.1;0.98;0.291064;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.231;0.68;0.52;0.729;1;13.796;1;1;1;1;1;13.6823;96.063;18.015;0.827919;0.288136;0;0.729;"nan";"nan"
